"name"	"key"	"decimalLatitude"	"decimalLongitude"	"issues"	"datasetKey"	"publishingOrgKey"	"publishingCountry"	"protocol"	"lastCrawled"	"lastParsed"	"crawlId"	"extensions"	"basisOfRecord"	"taxonKey"	"kingdomKey"	"phylumKey"	"classKey"	"orderKey"	"familyKey"	"genusKey"	"speciesKey"	"scientificName"	"kingdom"	"phylum"	"order"	"family"	"genus"	"species"	"genericName"	"specificEpithet"	"taxonRank"	"dateIdentified"	"coordinateUncertaintyInMeters"	"year"	"month"	"day"	"eventDate"	"modified"	"lastInterpreted"	"references"	"license"	"identifiers"	"facts"	"relations"	"geodeticDatum"	"class"	"countryCode"	"country"	"rightsHolder"	"identifier"	"verbatimEventDate"	"datasetName"	"collectionCode"	"verbatimLocality"	"gbifID"	"occurrenceID"	"taxonID"	"recordedBy"	"catalogNumber"	"http...unknown.org.occurrenceDetails"	"institutionCode"	"rights"	"eventTime"	"identificationID"	"individualCount"	"coordinatePrecision"	"elevation"	"elevationAccuracy"	"stateProvince"	"habitat"	"municipality"	"county"	"locality"	"continent"	"identificationVerificationStatus"	"language"	"type"	"occurrenceStatus"	"vernacularName"	"taxonConceptID"	"informationWithheld"	"endDayOfYear"	"startDayOfYear"	"datasetID"	"accessRights"	"higherClassification"	"scientificNameID"	"originalNameUsage"	"infraspecificEpithet"	"occurrenceRemarks"	"institutionID"	"ownerInstitutionCode"	"samplingProtocol"	"fieldNotes"
"Helictotrichon pratense"	1433978471	57.651067	11.784693	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:45:25.510+0000"	"2017-10-27T18:41:01.039+0000"	138	"none"	"HUMAN_OBSERVATION"	9014945	6	7707728	196	1369	3073	8235050	4152360	"Phleum pratense L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Helictotrichon"	"Helictotrichon pratense"	"Phleum"	"pratense"	"SPECIES"	NA	100	2017	1	22	"2017-01-22T00:00:00.000+0000"	"2017-01-22T21:27:25.000+0000"	"2017-10-27T18:41:10.544+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Johan Ennerfelt"	"urn:lsid:artportalen.se:Sighting:62923858"	NA	NA	"Artportalen"	NA	"1433978471"	"urn:lsid:artportalen.se:Sighting:62923858"	"urn:lsid:dyntaxa.se:Taxon:222618"	"Johan Ennerfelt"	"103782960"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"G<U+00F6>teborg"	"V<U+00E4>sterg<U+00F6>tland"	"St<U+00E4>mm<U+00F6> sund"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"timotej"	"urn:lsid:dyntaxa.se:Taxon:222618"	"More information can be obtained from the Data Provider."	"22"	"22"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Poa annua"	1433809100	56.607002	16.646779	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:45.010+0000"	"2017-10-27T18:32:52.514+0000"	138	"none"	"HUMAN_OBSERVATION"	2704179	6	7707728	196	1369	3073	2704173	2704179	"Poa annua L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Poa"	"Poa annua"	"Poa"	"annua"	"SPECIES"	NA	50	2017	1	5	"2017-01-05T00:00:00.000+0000"	"2017-01-05T13:37:46.000+0000"	"2017-10-27T18:33:02.432+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Ulla-Britt Andersson"	"urn:lsid:artportalen.se:Sighting:62718625"	NA	NA	"Artportalen"	NA	"1433809100"	"urn:lsid:artportalen.se:Sighting:62718625"	"urn:lsid:dyntaxa.se:Taxon:222624"	"Ulla-Britt Andersson, Ingela Carlstr<U+00F6>m"	"103593652"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"M<U+00F6>rbyl<U+00E5>nga"	"<U+00D6>land"	"G<U+00E5>rdby Kummelv<U+00E4>gen 12"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vitgr<U+00F6>e"	"urn:lsid:dyntaxa.se:Taxon:222624"	"More information can be obtained from the Data Provider."	"5"	"5"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Leymus arenarius"	1433820970	55.392847	12.850957	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:51.924+0000"	"2017-10-27T18:33:03.263+0000"	138	"none"	"HUMAN_OBSERVATION"	2706368	6	7707728	196	1369	3073	2706325	2706368	"Leymus arenarius (L.) Hochst."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Leymus"	"Leymus arenarius"	"Leymus"	"arenarius"	"SPECIES"	NA	75	2017	1	6	"2017-01-06T00:00:00.000+0000"	"2017-01-06T13:26:49.000+0000"	"2017-10-27T18:33:13.880+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Mattis Ripsk<U+00F6>ld"	"urn:lsid:artportalen.se:Sighting:62732741"	NA	NA	"Artportalen"	NA	"1433820970"	"urn:lsid:artportalen.se:Sighting:62732741"	"urn:lsid:dyntaxa.se:Taxon:219687"	"Mattis Ripsk<U+00F6>ld"	"103607081"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Vellinge"	"Sk<U+00E5>ne"	"Strandbaden"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"strandr<U+00E5>g"	"urn:lsid:dyntaxa.se:Taxon:219687"	"More information can be obtained from the Data Provider."	"6"	"6"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Deschampsia flexuosa"	1797660185	58.120146	7.170874	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:30.271+0000"	"2017-12-21T06:58:30.306+0000"	20	"none"	"HUMAN_OBSERVATION"	4149465	6	7707728	196	1369	3073	2703131	2703179	"Avenella flexuosa (L.) Drejer"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Deschampsia"	"Deschampsia flexuosa"	"Avenella"	"flexuosa"	"SPECIES"	NA	NA	2017	1	13	"2017-01-13T00:00:00.000+0000"	"2017-02-20T11:10:26.000+0000"	"2017-12-21T06:58:34.753+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16361334"	NA	NA	"SO2-Vascular"	NA	"1797660185"	"NBF:SO2-Vascular:16361334"	NA	"Svein Grimsby"	"16361334"	NA	"NBF"	NA	NA	NA	0	NA	0	0	"Vest-Agder"	NA	"Lyngdal"	"Vest-Agder"	"Augland, <U+00F8>st for Auglandsvatnet i bratt li-side, Augland, Lyngdal, Lyngdal, Va"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Glyceria maxima"	1425972319	59.693392	10.73608	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:17.434+0000"	"2017-12-21T06:58:17.458+0000"	20	"none"	"HUMAN_OBSERVATION"	2705484	6	7707728	196	1369	3073	2705475	2705484	"Glyceria maxima (Hartm.) Holmb."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Glyceria"	"Glyceria maxima"	"Glyceria"	"maxima"	"SPECIES"	NA	NA	2017	1	21	"2017-01-21T00:00:00.000+0000"	"2017-01-21T18:38:27.000+0000"	"2017-12-21T06:58:19.772+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16211677"	NA	NA	"SO2-Vascular"	NA	"1425972319"	"NBF:SO2-Vascular:16211677"	NA	"John Sandve"	"16211677"	NA	"NBF"	NA	NA	NA	3	NA	0	0	"Akershus"	"Strand-_og_sumpskogsmark Langs vannkanten."	"Frogn"	"Akershus"	"<U+00C5>rungstua, Frogn, Ak"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Quantity: 3 m2."
"Dactylis glomerata"	1797647150	58.48735	5.895257	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:17.476+0000"	"2017-12-21T06:58:17.495+0000"	20	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	NA	2017	1	7	"2017-01-07T00:00:00.000+0000"	"2017-01-25T07:44:02.000+0000"	"2017-12-21T06:58:19.842+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16219442"	NA	NA	"SO2-Vascular"	NA	"1797647150"	"NBF:SO2-Vascular:16219442"	NA	"Endre Nygaard"	"16219442"	NA	"NBF"	NA	NA	NA	0	5	0	0	"Rogaland"	"veikant"	"Eigersund"	"Rogaland"	"Hellvik, Eigersund, Ro"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Melica nutans"	1425331821	59.648402	10.990402	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:12.109+0000"	"2017-01-23T15:08:17.116+0000"	20	"none"	"HUMAN_OBSERVATION"	4118973	6	7707728	196	1369	3073	2703093	4118973	"Melica nutans L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Melica"	"Melica nutans"	"Melica"	"nutans"	"SPECIES"	NA	NA	2017	1	2	"2017-01-02T00:00:00.000+0000"	"2017-01-02T14:56:09.000+0000"	"2017-02-18T21:25:32.103+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16099993"	NA	NA	"SO2-Vascular"	NA	"1425331821"	"NBF:SO2-Vascular:16099993"	NA	"K<U+00E5>re Arnstein Lye"	"16099993"	NA	"NBF"	NA	NA	NA	0	20	0	0	"<U+00D8>stfold"	"p<U+00E5> vegkant mot berg"	"Hob<U+00F8>l"	"<U+00D8>stfold"	"riksveg 120, avk<U+00F8>yring til Foss, Hob<U+00F8>l, <U+00D8>s"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elymus repens"	1425343964	59.346199	10.661197	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:17.150+0000"	"2017-01-23T15:08:31.252+0000"	20	"none"	"HUMAN_OBSERVATION"	2706649	6	7707728	196	1369	3073	5290243	5290299	"Elytrigia repens (L.) Nevski"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Elymus"	"Elymus repens"	"Elytrigia"	"repens"	"SPECIES"	NA	NA	2017	1	19	"2017-01-19T00:00:00.000+0000"	"2017-01-19T15:41:09.000+0000"	"2017-03-26T03:18:21.350+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16199342"	NA	NA	"SO2-Vascular"	NA	"1425343964"	"NBF:SO2-Vascular:16199342"	NA	"K<U+00E5>re Arnstein Lye"	"16199342"	NA	"NBF"	NA	NA	NA	0	20	0	0	"<U+00D8>stfold"	"p<U+00E5> sandstrand"	"Rygge"	"<U+00D8>stfold"	"Brentetangen, Botnerbogen, Larkollen, Rygge, <U+00D8>s"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamagrostis arundinacea"	1797647470	59.8651	10.761099	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:17.754+0000"	"2017-12-21T06:58:17.786+0000"	20	"none"	"HUMAN_OBSERVATION"	4109084	6	7707728	196	1369	3073	2704858	4109084	"Calamagrostis arundinacea (L.) Roth"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Calamagrostis"	"Calamagrostis arundinacea"	"Calamagrostis"	"arundinacea"	"SPECIES"	NA	NA	2017	1	23	"2017-01-23T00:00:00.000+0000"	"2017-01-23T15:54:47.000+0000"	"2017-12-21T06:58:20.137+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16228540"	NA	NA	"SO2-Vascular"	NA	"1797647470"	"NBF:SO2-Vascular:16228540"	NA	"K<U+00E5>re Arnstein Lye"	"16228540"	NA	"NBF"	NA	NA	NA	0	20	0	0	"Oslo"	"i furuskog"	"Oslo"	"Oslo"	"Malm<U+00F8>ya, s<U+00F8>raustsida, Oslo, Os"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Phragmites australis"	1797647485	59.894911	10.602977	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:17.782+0000"	"2017-12-21T06:58:17.802+0000"	20	"none"	"HUMAN_OBSERVATION"	5290149	6	7707728	196	1369	3073	2705783	5290149	"Phragmites australis (Cav.) Trin. ex Steud."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phragmites"	"Phragmites australis"	"Phragmites"	"australis"	"SPECIES"	NA	NA	2017	1	23	"2017-01-23T00:00:00.000+0000"	"2017-01-23T22:54:13.000+0000"	"2017-12-21T06:58:20.178+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16227645"	NA	NA	"SO2-Vascular"	NA	"1797647485"	"NBF:SO2-Vascular:16227645"	NA	"Rune Zakariassen"	"16227645"	NA	"NBF"	NA	NA	NA	0	10	0	0	"Akershus"	NA	"B<U+00E6>rum"	"Akershus"	"Stor<U+00F8>ykilen, indre del ved sti, Fornebu, B<U+00E6>rum, Ak"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dactylis glomerata"	1433755234	59.850751	17.56227	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:29:23.780+0000"	"2017-10-27T18:30:49.080+0000"	138	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	75	2017	1	1	"2017-01-01T00:00:00.000+0000"	"2017-01-01T19:12:11.000+0000"	"2017-10-27T18:30:53.889+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"<U+00C5>ke Berg"	"urn:lsid:artportalen.se:Sighting:62658141"	NA	NA	"Artportalen"	NA	"1433755234"	"urn:lsid:artportalen.se:Sighting:62658141"	"urn:lsid:dyntaxa.se:Taxon:221193"	"<U+00C5>ke Berg"	"103522383"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Uppsala"	"Uppland"	"Stenhagen"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"hund<U+00E4>xing"	"urn:lsid:dyntaxa.se:Taxon:221193"	"More information can be obtained from the Data Provider."	"1"	"1"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Phragmites australis"	1433797202	59.825385	17.668649	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:30.246+0000"	"2017-10-27T18:32:34.942+0000"	138	"none"	"HUMAN_OBSERVATION"	5290149	6	7707728	196	1369	3073	2705783	5290149	"Phragmites australis (Cav.) Trin. ex Steud."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phragmites"	"Phragmites australis"	"Phragmites"	"australis"	"SPECIES"	NA	25	2017	1	2	"2017-01-02T00:00:00.000+0000"	"2017-01-04T08:36:51.000+0000"	"2017-10-27T18:32:37.929+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Owe Rosengren"	"urn:lsid:artportalen.se:Sighting:62705201"	NA	NA	"Artportalen"	NA	"1433797202"	"urn:lsid:artportalen.se:Sighting:62705201"	"urn:lsid:dyntaxa.se:Taxon:219733"	"Owe Rosengren"	"103572281"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"v<U+00E5>tmark"	"Uppsala"	"Uppland"	"<U+00D6>vre F<U+00F6>ret"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vass"	"urn:lsid:dyntaxa.se:Taxon:219733"	"More information can be obtained from the Data Provider."	"2"	"2"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Alopecurus pratensis"	1433935290	59.865028	17.590495	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:44:58.938+0000"	"2017-10-27T18:40:11.145+0000"	138	"none"	"HUMAN_OBSERVATION"	5290081	6	7707728	196	1369	3073	2705236	5290081	"Alopecurus pratensis L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Alopecurus"	"Alopecurus pratensis"	"Alopecurus"	"pratensis"	"SPECIES"	NA	25	2017	1	17	"2017-01-17T00:00:00.000+0000"	"2017-01-17T19:31:02.000+0000"	"2017-10-27T18:40:11.152+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Owe Rosengren"	"urn:lsid:artportalen.se:Sighting:62871292"	NA	NA	"Artportalen"	NA	"1433935290"	"urn:lsid:artportalen.se:Sighting:62871292"	"urn:lsid:dyntaxa.se:Taxon:222209"	"Owe Rosengren, Tor Jonzon, <U+00C5>ke Berg"	"103735065"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"bergh<U+00E4>llar/torrbacke"	"Uppsala"	"Uppland"	"H<U+00E4>llby"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"<U+00E4>ngskavle"	"urn:lsid:dyntaxa.se:Taxon:222209"	"More information can be obtained from the Data Provider."	"17"	"17"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Calamagrostis arundinacea"	1433950289	59.929777	17.322717	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:45:08.396+0000"	"2017-10-27T18:40:36.183+0000"	138	"none"	"HUMAN_OBSERVATION"	4109084	6	7707728	196	1369	3073	2704858	4109084	"Calamagrostis arundinacea (L.) Roth"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Calamagrostis"	"Calamagrostis arundinacea"	"Calamagrostis"	"arundinacea"	"SPECIES"	NA	10	2017	1	20	"2017-01-20T00:00:00.000+0000"	"2017-01-20T15:31:53.000+0000"	"2017-10-27T18:40:41.151+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"<U+00C5>ke Berg"	"urn:lsid:artportalen.se:Sighting:62889921"	NA	NA	"Artportalen"	NA	"1433950289"	"urn:lsid:artportalen.se:Sighting:62889921"	"urn:lsid:dyntaxa.se:Taxon:220450"	"<U+00C5>ke Berg, Tor Jonzon, Patrick Fritzson"	"103755494"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Uppsala"	"Uppland"	"NV Himrarna"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"pipr<U+00F6>r"	"urn:lsid:dyntaxa.se:Taxon:220450"	"More information can be obtained from the Data Provider."	"20"	"20"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Deschampsia flexuosa"	1797656727	58.44415	7.267766	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:26.821+0000"	"2017-12-21T06:58:26.834+0000"	20	"none"	"HUMAN_OBSERVATION"	4149465	6	7707728	196	1369	3073	2703131	2703179	"Avenella flexuosa (L.) Drejer"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Deschampsia"	"Deschampsia flexuosa"	"Avenella"	"flexuosa"	"SPECIES"	NA	NA	2017	1	20	"2017-01-20T00:00:00.000+0000"	"2017-02-09T13:13:16.000+0000"	"2017-12-21T06:58:30.677+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16313348"	NA	NA	"SO2-Vascular"	NA	"1797656727"	"NBF:SO2-Vascular:16313348"	NA	"Svein Grimsby"	"16313348"	NA	"NBF"	NA	NA	NA	0	NA	0	0	"Vest-Agder"	NA	"H<U+00E6>gebostad"	"Vest-Agder"	"Bl<U+00E5>ka, nord-vest vendt li-side med granskog, Bl<U+00E5>kedalen, H<U+00E6>gebostad, Va"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Leymus arenarius"	1797662681	58.072819	6.675426	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:33.223+0000"	"2017-12-21T06:58:33.255+0000"	20	"none"	"HUMAN_OBSERVATION"	2706368	6	7707728	196	1369	3073	2706325	2706368	"Leymus arenarius (L.) Hochst."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Leymus"	"Leymus arenarius"	"Leymus"	"arenarius"	"SPECIES"	NA	NA	2017	1	23	"2017-01-23T00:00:00.000+0000"	"2017-03-06T15:12:37.000+0000"	"2017-12-21T06:58:38.197+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16425470"	NA	NA	"SO2-Vascular"	NA	"1797662681"	"NBF:SO2-Vascular:16425470"	NA	"Arild Omberg"	"16425470"	NA	"NBF"	NA	NA	NA	0	10	0	0	"Vest-Agder"	NA	"Farsund"	"Vest-Agder"	"Nesheimstrand, Farsund, Va"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
