"name"	"key"	"decimalLatitude"	"decimalLongitude"	"issues"	"datasetKey"	"publishingOrgKey"	"publishingCountry"	"protocol"	"lastCrawled"	"lastParsed"	"crawlId"	"extensions"	"basisOfRecord"	"taxonKey"	"kingdomKey"	"phylumKey"	"classKey"	"orderKey"	"familyKey"	"genusKey"	"speciesKey"	"scientificName"	"kingdom"	"phylum"	"order"	"family"	"genus"	"species"	"genericName"	"specificEpithet"	"taxonRank"	"dateIdentified"	"coordinateUncertaintyInMeters"	"year"	"month"	"day"	"eventDate"	"modified"	"lastInterpreted"	"references"	"license"	"identifiers"	"facts"	"relations"	"geodeticDatum"	"class"	"countryCode"	"country"	"rightsHolder"	"identifier"	"verbatimEventDate"	"datasetName"	"collectionCode"	"verbatimLocality"	"gbifID"	"occurrenceID"	"taxonID"	"recordedBy"	"catalogNumber"	"http...unknown.org.occurrenceDetails"	"institutionCode"	"rights"	"eventTime"	"identificationID"	"individualCount"	"coordinatePrecision"	"elevation"	"elevationAccuracy"	"stateProvince"	"habitat"	"municipality"	"county"	"locality"	"continent"	"identificationVerificationStatus"	"language"	"type"	"occurrenceStatus"	"vernacularName"	"taxonConceptID"	"informationWithheld"	"endDayOfYear"	"startDayOfYear"	"datasetID"	"accessRights"	"higherClassification"	"scientificNameID"	"originalNameUsage"	"infraspecificEpithet"	"occurrenceRemarks"	"institutionID"	"ownerInstitutionCode"	"samplingProtocol"	"fieldNotes"
"Bromus inermis"	1433797184	59.823918	17.666915	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:35.494+0000"	"2017-10-27T18:32:41.128+0000"	138	"none"	"HUMAN_OBSERVATION"	4112404	6	7707728	196	1369	3073	2703642	2703670	"Bromopsis inermis (Leyss.) Holub"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Bromus"	"Bromus inermis"	"Bromopsis"	"inermis"	"SPECIES"	NA	100	2017	1	2	"2017-01-02T00:00:00.000+0000"	"2017-01-04T08:36:51.000+0000"	"2017-10-27T18:32:46.476+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Owe Rosengren"	"urn:lsid:artportalen.se:Sighting:62705199"	NA	NA	"Artportalen"	NA	"1433797184"	"urn:lsid:artportalen.se:Sighting:62705199"	"urn:lsid:dyntaxa.se:Taxon:222247"	"Owe Rosengren"	"103579802"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"gr<U+00E4>smark/strandbuskage"	"Uppsala"	"Uppland"	"S om <U+00D6>vre F<U+00F6>ret"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"foderlosta"	"urn:lsid:dyntaxa.se:Taxon:222247"	"More information can be obtained from the Data Provider."	"2"	"2"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Dactylis glomerata"	1433808231	58.295147	15.294914	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:44.863+0000"	"2017-10-27T18:32:52.139+0000"	138	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	50	2017	1	4	"2017-01-04T00:00:00.000+0000"	"2017-01-18T19:26:35.000+0000"	"2017-10-27T18:33:01.742+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Adam Bergner"	"urn:lsid:artportalen.se:Sighting:62717670"	NA	NA	"Artportalen"	NA	"1433808231"	"urn:lsid:artportalen.se:Sighting:62717670"	"urn:lsid:dyntaxa.se:Taxon:221193"	"Adam Bergner"	"103593220"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"Hagmark"	"Mj<U+00F6>lby"	"<U+00D6>sterg<U+00F6>tland"	"Lund, 100 m V"	"EUROPE"	"Approved based on reporters documentation"	"Swedish"	"Occurrence"	"Present"	"hund<U+00E4>xing"	"urn:lsid:dyntaxa.se:Taxon:221193"	"More information can be obtained from the Data Provider."	"4"	"4"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Corynephorus canescens"	1434026072	56.841631	12.576396	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:46:09.290+0000"	"2017-10-27T18:41:50.576+0000"	138	"none"	"HUMAN_OBSERVATION"	5290194	6	7707728	196	1369	3073	2706183	5290194	"Corynephorus canescens (L.) P.Beauv."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Corynephorus"	"Corynephorus canescens"	"Corynephorus"	"canescens"	"SPECIES"	NA	25	2017	1	25	"2017-01-25T00:00:00.000+0000"	"2017-01-26T13:37:49.000+0000"	"2017-10-27T18:42:36.475+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Uno Unger"	"urn:lsid:artportalen.se:Sighting:62984265"	NA	NA	"Artportalen"	NA	"1434026072"	"urn:lsid:artportalen.se:Sighting:62984265"	"urn:lsid:dyntaxa.se:Taxon:221399"	"Uno Unger"	"103849339"	NA	"ArtDatabanken"	NA	"14:00:00 - 14:00:00"	NA	0	NA	NA	NA	NA	NA	"Falkenberg"	"Halland"	"Suse<U+00E5>ns mynning, Grimsholmens naturreservat"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"borstt<U+00E5>tel"	"urn:lsid:dyntaxa.se:Taxon:221399"	"More information can be obtained from the Data Provider."	"25"	"25"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	"Flera bladrosetter i en sandgrop innanf<U+00F6>r stranden."	NA	NA	NA	NA
"Poa annua"	1433871218	57.67905	11.929151	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:35:15.003+0000"	"2017-10-27T18:35:23.266+0000"	138	"none"	"HUMAN_OBSERVATION"	2704179	6	7707728	196	1369	3073	2704173	2704179	"Poa annua L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Poa"	"Poa annua"	"Poa"	"annua"	"SPECIES"	NA	25	2017	1	10	"2017-01-10T00:00:00.000+0000"	"2017-01-12T20:47:29.000+0000"	"2017-10-27T18:35:31.518+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Johan Ennerfelt"	"urn:lsid:artportalen.se:Sighting:62791113"	NA	NA	"Artportalen"	NA	"1433871218"	"urn:lsid:artportalen.se:Sighting:62791113"	"urn:lsid:dyntaxa.se:Taxon:222624"	"Johan Ennerfelt"	"103656239"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"G<U+00F6>teborg"	"V<U+00E4>sterg<U+00F6>tland"	"H<U+00F6>gsbogatan 8"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vitgr<U+00F6>e"	"urn:lsid:dyntaxa.se:Taxon:222624"	"More information can be obtained from the Data Provider."	"10"	"10"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Poa nemoralis"	1434200683	59.015076	17.328107	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:56:04.391+0000"	"2017-10-27T18:44:11.325+0000"	138	"none"	"HUMAN_OBSERVATION"	2704300	6	7707728	196	1369	3073	2704173	2704300	"Poa nemoralis L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Poa"	"Poa nemoralis"	"Poa"	"nemoralis"	"SPECIES"	NA	25	2017	1	31	"2017-01-31T00:00:00.000+0000"	"2017-02-01T21:12:34.000+0000"	"2017-10-27T18:46:25.506+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Hans Rydberg"	"urn:lsid:artportalen.se:Sighting:63175743"	NA	NA	"Artportalen"	NA	"1434200683"	"urn:lsid:artportalen.se:Sighting:63175743"	"urn:lsid:dyntaxa.se:Taxon:222632"	"Hans Rydberg"	"104018274"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"blandskog med hassel"	"Gnesta"	"S<U+00F6>dermanland"	"Alstugan, 300 m SV om"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"lundgr<U+00F6>e"	"urn:lsid:dyntaxa.se:Taxon:222632"	"More information can be obtained from the Data Provider."	"31"	"31"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Deschampsia cespitosa"	1433796517	58.970234	16.258536	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:17.474+0000"	"2017-10-27T18:32:26.785+0000"	138	"none"	"HUMAN_OBSERVATION"	7226886	6	7707728	196	1369	3073	2703131	8059811	"Deschampsia cespitosa subsp. cespitosa"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Deschampsia"	"Deschampsia cespitosa"	"Deschampsia"	"cespitosa"	"SUBSPECIES"	NA	100	2017	1	3	"2017-01-03T00:00:00.000+0000"	"2017-01-03T23:25:12.000+0000"	"2017-10-27T18:32:29.490+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Bo Karlsson"	"urn:lsid:artportalen.se:Sighting:62704485"	NA	NA	"Artportalen"	NA	"1433796517"	"urn:lsid:artportalen.se:Sighting:62704485"	"urn:lsid:dyntaxa.se:Taxon:224700"	"Bo Karlsson"	"103561995"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"Skogsbryn, v<U+00E4>gsl<U+00E4>nter, diken"	"Katrineholm"	"S<U+00F6>dermanland"	"Knorran 150 m s<U+00F6>"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vanlig tuvt<U+00E5>tel"	"urn:lsid:dyntaxa.se:Taxon:224700"	"More information can be obtained from the Data Provider."	"3"	"3"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae;Deschampsia"	NA	NA	"cespitosa"	NA	NA	NA	NA	NA
"Festuca rubra"	1433796468	58.970234	16.258536	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:17.660+0000"	"2017-10-27T18:32:27.096+0000"	138	"none"	"HUMAN_OBSERVATION"	7226925	6	7707728	196	1369	3073	2704913	2704922	"Festuca rubra subsp. rubra"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Festuca"	"Festuca rubra"	"Festuca"	"rubra"	"SUBSPECIES"	NA	100	2017	1	3	"2017-01-03T00:00:00.000+0000"	"2017-01-03T23:25:14.000+0000"	"2017-10-27T18:32:29.737+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Bo Karlsson"	"urn:lsid:artportalen.se:Sighting:62704507"	NA	NA	"Artportalen"	NA	"1433796468"	"urn:lsid:artportalen.se:Sighting:62704507"	"urn:lsid:dyntaxa.se:Taxon:224754"	"Bo Karlsson"	"103562015"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"Skogsbryn, v<U+00E4>gsl<U+00E4>nter, diken"	"Katrineholm"	"S<U+00F6>dermanland"	"Knorran 150 m s<U+00F6>"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vanlig r<U+00F6>dsvingel"	"urn:lsid:dyntaxa.se:Taxon:224754"	"More information can be obtained from the Data Provider."	"3"	"3"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae;Festuca"	NA	NA	"rubra"	NA	NA	NA	NA	NA
"Poa nemoralis"	1433919294	59.140539	16.055418	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:42:07.910+0000"	"2017-10-27T18:37:08.017+0000"	138	"none"	"HUMAN_OBSERVATION"	2704300	6	7707728	196	1369	3073	2704173	2704300	"Poa nemoralis L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Poa"	"Poa nemoralis"	"Poa"	"nemoralis"	"SPECIES"	NA	100	2017	1	14	"2017-01-14T00:00:00.000+0000"	"2017-01-15T20:30:49.000+0000"	"2017-10-27T18:37:08.023+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"H<U+00E5>kan Lernefalk"	"urn:lsid:artportalen.se:Sighting:62851605"	NA	NA	"Artportalen"	NA	"1433919294"	"urn:lsid:artportalen.se:Sighting:62851605"	"urn:lsid:dyntaxa.se:Taxon:222632"	"H<U+00E5>kan Lernefalk, Bo Karlsson"	"103712482"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Katrineholm"	"S<U+00F6>dermanland"	"Julita kyrka 100 m S"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"lundgr<U+00F6>e"	"urn:lsid:dyntaxa.se:Taxon:222632"	"More information can be obtained from the Data Provider."	"14"	"14"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Poa annua"	1433988395	58.427579	11.244123	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:45:36.039+0000"	"2017-10-27T18:41:14.471+0000"	138	"none"	"HUMAN_OBSERVATION"	2704179	6	7707728	196	1369	3073	2704173	2704179	"Poa annua L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Poa"	"Poa annua"	"Poa"	"annua"	"SPECIES"	NA	100	2017	1	23	"2017-01-23T00:00:00.000+0000"	"2017-01-23T21:02:00.000+0000"	"2017-10-27T18:41:30.983+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Aimon Niklasson"	"urn:lsid:artportalen.se:Sighting:62941964"	NA	NA	"Artportalen"	NA	"1433988395"	"urn:lsid:artportalen.se:Sighting:62941964"	"urn:lsid:dyntaxa.se:Taxon:222624"	"Aimon Niklasson"	"103799119"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Soten<U+00E4>s"	"Bohusl<U+00E4>n"	"Grosshamn, Ramsvikslandet, Soten<U+00E4>s kn"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vitgr<U+00F6>e"	"urn:lsid:dyntaxa.se:Taxon:222624"	"More information can be obtained from the Data Provider."	"23"	"23"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Deschampsia cespitosa"	1433792785	59.071662	17.095641	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:29.161+0000"	"2017-10-27T18:32:33.133+0000"	138	"none"	"HUMAN_OBSERVATION"	7226886	6	7707728	196	1369	3073	2703131	8059811	"Deschampsia cespitosa subsp. cespitosa"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Deschampsia"	"Deschampsia cespitosa"	"Deschampsia"	"cespitosa"	"SUBSPECIES"	NA	25	2017	1	3	"2017-01-03T00:00:00.000+0000"	"2017-01-03T21:24:42.000+0000"	"2017-10-27T18:32:36.040+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Hans Rydberg"	"urn:lsid:artportalen.se:Sighting:62700283"	NA	NA	"Artportalen"	NA	"1433792785"	"urn:lsid:artportalen.se:Sighting:62700283"	"urn:lsid:dyntaxa.se:Taxon:224700"	"Hans Rydberg"	"103567610"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"v<U+00E4>gkant"	"Gnesta"	"S<U+00F6>dermanland"	"Marieholm, 400 m S om"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vanlig tuvt<U+00E5>tel"	"urn:lsid:dyntaxa.se:Taxon:224700"	"More information can be obtained from the Data Provider."	"3"	"3"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae;Deschampsia"	NA	NA	"cespitosa"	NA	NA	NA	NA	NA
"Elymus repens"	1433796521	58.970234	16.258536	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:16.696+0000"	"2017-10-27T18:32:26.888+0000"	138	"none"	"HUMAN_OBSERVATION"	2706649	6	7707728	196	1369	3073	5290243	5290299	"Elytrigia repens (L.) Nevski"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Elymus"	"Elymus repens"	"Elytrigia"	"repens"	"SPECIES"	NA	100	2017	1	3	"2017-01-03T00:00:00.000+0000"	"2017-01-03T23:25:09.000+0000"	"2017-10-27T18:32:29.667+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Bo Karlsson"	"urn:lsid:artportalen.se:Sighting:62704436"	NA	NA	"Artportalen"	NA	"1433796521"	"urn:lsid:artportalen.se:Sighting:62704436"	"urn:lsid:dyntaxa.se:Taxon:222449"	"Bo Karlsson"	"103561957"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"Skogsbryn, v<U+00E4>gsl<U+00E4>nter, diken"	"Katrineholm"	"S<U+00F6>dermanland"	"Knorran 150 m s<U+00F6>"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"kvickrot"	"urn:lsid:dyntaxa.se:Taxon:222449"	"More information can be obtained from the Data Provider."	"3"	"3"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Phalaris arundinacea"	1433777916	58.516496	11.274459	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:30:24.967+0000"	"2017-10-27T18:32:16.789+0000"	138	"none"	"HUMAN_OBSERVATION"	5289756	6	7707728	196	1369	3073	2703277	5289756	"Phalaris arundinacea L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phalaris"	"Phalaris arundinacea"	"Phalaris"	"arundinacea"	"SPECIES"	NA	NA	2017	1	2	"2017-01-02T00:00:00.000+0000"	"2017-01-02T19:27:45.000+0000"	"2017-10-27T18:32:17.413+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Rune Hix<U+00E9>n"	"urn:lsid:artportalen.se:Sighting:62683201"	NA	NA	"Artportalen"	NA	"1433777916"	"urn:lsid:artportalen.se:Sighting:62683201"	"urn:lsid:dyntaxa.se:Taxon:222606"	"Rune Hix<U+00E9>n"	"103545340"	NA	"ArtDatabanken"	NA	"11:40:00 - 12:12:00"	NA	0	NA	NA	NA	NA	NA	"Tanum"	"Bohusl<U+00E4>n"	"K<U+00E4>lleviken"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"r<U+00F6>rflen"	"urn:lsid:dyntaxa.se:Taxon:222606"	"More information can be obtained from the Data Provider."	"2"	"2"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Festuca gigantea"	1670713187	59.339122	18.119361	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T03:13:10.503+0000"	"2017-10-27T21:33:47.620+0000"	138	"none"	"HUMAN_OBSERVATION"	4126109	6	7707728	196	1369	3073	2704913	2706229	"Schedonorus giganteus (L.) Holub"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Festuca"	"Festuca gigantea"	"Schedonorus"	"giganteus"	"SPECIES"	NA	10	2017	1	23	"2017-01-23T00:00:00.000+0000"	"2017-08-30T15:10:22.000+0000"	"2017-10-27T21:33:47.653+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Calluna AB"	"urn:lsid:artportalen.se:Sighting:67340379"	NA	NA	"Artportalen"	NA	"1670713187"	"urn:lsid:artportalen.se:Sighting:67340379"	"urn:lsid:dyntaxa.se:Taxon:222477"	"Anna Koffman"	"108023776"	NA	"Calluna AB"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Stockholm"	"Uppland"	"Loudden"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"l<U+00E5>ngsvingel"	"urn:lsid:dyntaxa.se:Taxon:222477"	"More information can be obtained from the Data Provider."	"23"	"23"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	"urn:lsid:artdata.slu.se:organization:113"	"Calluna AB"	"nvi"	NA
"Deschampsia flexuosa"	1797656596	58.453015	7.272267	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:26.698+0000"	"2017-12-21T06:58:26.727+0000"	20	"none"	"HUMAN_OBSERVATION"	4149465	6	7707728	196	1369	3073	2703131	2703179	"Avenella flexuosa (L.) Drejer"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Deschampsia"	"Deschampsia flexuosa"	"Avenella"	"flexuosa"	"SPECIES"	NA	NA	2017	1	20	"2017-01-20T00:00:00.000+0000"	"2017-02-09T12:35:49.000+0000"	"2017-12-21T06:58:30.576+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16313118"	NA	NA	"SO2-Vascular"	NA	"1797656596"	"NBF:SO2-Vascular:16313118"	NA	"Svein Grimsby"	"16313118"	NA	"NBF"	NA	NA	NA	0	NA	0	0	"Vest-Agder"	NA	"H<U+00E6>gebostad"	"Vest-Agder"	"Tjorvedalen ved Dyblemyr, Bl<U+00E5>kedalen, H<U+00E6>gebostad, Va"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
