gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
1457856330																										466785										CC_BY_4_0																							BioFokus	BioFokus	Artskart_17-16_diverse		UNKNOWN				466785	466785		Olsen, K.M. mfl.	1															Notes about species;  Prøvefiskekurs.											466785	1997-09-27T02:00Z				1997	9	27												EUROPE				NO	Akershus	Enebakk		Mjær								59.717972	11.05882	300.0																																			Olsen, K.M. mfl.													Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES							2e4cc37b-302e-4f1b-bbbb-1f674ff90e14	NO	2017-04-29T03:25Z	110.0						GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-29T03:25Z	2017-11-14T14:23Z	true
1457853329																										396832										CC_BY_4_0																							BioFokus	BioFokus	Artskart_17-16_diverse		HUMAN_OBSERVATION				396832	396832		Olsen, K.M.	1																										396832	2003-09-05T02:00Z				2003	9	5												EUROPE				NO	Akershus	Hurdal		Hurdal Verk Folkehøgskole – I blindtarm av Hurdalselva								60.45073	11.04531	100.0																																			Olsen, K.M.													Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES							2e4cc37b-302e-4f1b-bbbb-1f674ff90e14	NO	2017-04-29T03:24Z	200.0						GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-29T03:24Z	2017-11-14T14:23Z	true
1457407466																										49C5D184-7F35-415F-B26D-C271E9803925										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	49C5D184-7F35-415F-B26D-C271E9803925	8515		Trygve Hesthagen	1															Basert på intervjuer.																																		NO	Nord-Trøndelag	Stjørdal		Bjørgtjønna								63.521896	11.252126																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407439																										ADF612BC-8C28-4F4D-8DEE-22F6C7EA90C6										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	ADF612BC-8C28-4F4D-8DEE-22F6C7EA90C6	8482		Trygve Hesthagen	1															Basert på intervjuer.																																		NO	Telemark	Kragerø		Trollvann								58.784206	9.363415																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407422																										C8058693-2236-453D-ABDB-DF669A697CCE										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	C8058693-2236-453D-ABDB-DF669A697CCE	8447		Trygve Hesthagen	1															Basert på intervjuer.																																		NO	Oppland	Jevnaker		Velotjern								60.310326	10.461443																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407421																										D77286D5-9C81-4B5C-968D-9910FDD83A4E										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	D77286D5-9C81-4B5C-968D-9910FDD83A4E	8462		Trygve Hesthagen	1															Basert på intervjuer.																																		NO	Oppland	Sel		Meringstadvatn								61.670641	9.190282																																																	Carassius carassius (Linnaeus, 1758)								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Carassius		carassius		SPECIES		karuss					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2366645	1	44	204	1153	7336	2366633		2366645	Carassius carassius	Carassius		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407417																										E49B41D3-58FE-422E-BFEF-F4DC6A79D380										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	E49B41D3-58FE-422E-BFEF-F4DC6A79D380	8469		Trygve Hesthagen	1															Basert på intervjuer.																																		NO	Nord-Trøndelag	Stjørdal		Lille Røsttjønna								63.382533	10.865999																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407414																										F601A5E5-5036-4555-B75B-2386A4A1D25A										CC_BY_4_0			2017-04-20T11:44Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	F601A5E5-5036-4555-B75B-2386A4A1D25A	8460		Trygve Hesthagen	1															Basert på intervjuer. 2000-tallet																										2000-tallet								NO	Sør-Trøndelag	Orkdal		Sika								63.248586	9.710923																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407403																										CE0840B8-62FF-4A72-BA4C-5669239310CC										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	CE0840B8-62FF-4A72-BA4C-5669239310CC	8439		Trygve Hesthagen	1															Basert på intervjuer.												2014-01-01T01:00Z				2014																		NO	Rogaland	Haugesund		Løkavatn								59.405268	5.331299																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407402																										AA237ED6-A35A-4F4C-9F92-D0873E5D235E										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	AA237ED6-A35A-4F4C-9F92-D0873E5D235E	8429		Trygve Hesthagen	1															Basert på intervjuer.																																		NO	Telemark	Drangedal		Toke								59.011717	9.227963																																																	Carassius carassius (Linnaeus, 1758)								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Carassius		carassius		SPECIES		karuss					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2366645	1	44	204	1153	7336	2366633		2366645	Carassius carassius	Carassius		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407396																										AC44DF07-0AF5-4F38-9771-7094C476192A										CC_BY_4_0			2017-04-20T11:44Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	AC44DF07-0AF5-4F38-9771-7094C476192A	8443		Trygve Hesthagen	1															Basert på intervjuer. 1990-tallet																										1990-tallet								NO	Vestfold	Sande		Kudalsdam								59.979123	9.298882																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407394																										C68F61FD-23ED-4E74-8B06-6890AC99A8F4										CC_BY_4_0			2017-04-20T11:44Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	C68F61FD-23ED-4E74-8B06-6890AC99A8F4	8444		Trygve Hesthagen	1															Basert på intervjuer. 1990-tallet																										1990-tallet								NO	Oppland	Lunner		Muttatjern								60.25913	10.641393																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407385																										4C136766-4A6A-40B0-8BEF-9AF222300DAF										CC_BY_4_0			2017-04-20T11:45Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	4C136766-4A6A-40B0-8BEF-9AF222300DAF	8445		Trygve Hesthagen	1															Basert på intervjuer. 1990-tallet																										1990-tallet								NO	Oppland	Lunner		Småtjern								60.261708	10.633217																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407384																										D560D343-5EB9-46B0-9C24-D5C15E3BDDE2										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	D560D343-5EB9-46B0-9C24-D5C15E3BDDE2	8442		Trygve Hesthagen	1															Basert på intervjuer.												2014-01-01T01:00Z				2014																		NO	Sør-Trøndelag	Bjugn		Ryvatn								63.788631	9.723176																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407383																										A611D606-550D-421B-AB98-BA265893D9A5										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	A611D606-550D-421B-AB98-BA265893D9A5	8446		Trygve Hesthagen	1															Basert på intervjuer.																																		NO	Oppland	Lunner		Oventjern								60.311206	10.472342																																																	Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		gjedde					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1457407382																										672F525D-84C8-4305-BE8E-C31415E5A5BF										CC_BY_4_0			2016-12-13T15:00Z																				NINA	N	Registrering av fremmede fiskearter 2014		HUMAN_OBSERVATION			"""{""Substrate"":"""", ""Ecology"":"""", ""Redlist status"":"""", ""Relative abundance"":"""", ""Antropokor"":""1""}"""	672F525D-84C8-4305-BE8E-C31415E5A5BF	8438		Trygve Hesthagen	1															Basert på intervjuer.																																		NO	Rogaland	haugesund		Løkavatn								59.405268	5.331299																																																	Carassius carassius (Linnaeus, 1758)								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Carassius		carassius		SPECIES		karuss					819b724f-d32a-48ac-a62a-9a3425b9b0a0	NO	2017-04-20T10:01Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COORDINATE_ROUNDED		true	false	2366645	1	44	204	1153	7336	2366633		2366645	Carassius carassius	Carassius		DWC_ARCHIVE	2017-04-20T10:01Z	2017-09-29T16:50Z	true
1450645849																										urn:uuid:eefe13bc-2227-4168-969f-26e6b07df3d9										CC_BY_4_0			2017-03-25T01:00Z																						Freshwater lake fish Inventory		HUMAN_OBSERVATION				urn:uuid:4f91f089-6bf1-47d6-ba9d-eeb8e18fea95		skjemaNr: TH_NI_2015_6 | art: 37 | lnr: 25 | innført_år:	Trygve Hesthagen		NA	NA			NA		INTRODUCED	irregular																urn:uuid:eefe13bc-2227-4168-969f-26e6b07df3d9	NA	skjemaNr: TH_NI_2015_6 | innført_år:	2015-01-01T01:00Z				2015					survey_questionary	NA	NA	NA			NVE Vatn_lnr:3943 | NOFA locationID:d4a0258e-160a-4768-91ed-3c21fb4c61c4				Holtjernet			NO		Akershus	Hurdal									60.467722	11.096205	15.0													Latitude/longitude coordinates represent waterBody centroid																																			Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		Pike					ea0bb0f7-84cc-4541-96a2-837003f31d99	NO	2017-03-28T21:48Z							COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID;RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-03-28T21:48Z	2017-09-29T16:58Z	true
1450645848																										urn:uuid:ed3413d9-d3b8-4142-b5f4-d441a4490590										CC_BY_4_0			2017-03-25T01:00Z																						Freshwater lake fish Inventory		HUMAN_OBSERVATION				urn:uuid:5826fd44-cc1e-43b3-ba69-a67377ddd010		skjemaNr: TH_NI_2015_1 | art: 28 | lnr: 7 | innført_år:	Trygve Hesthagen		NA	NA			NA		INTRODUCED	present																urn:uuid:ed3413d9-d3b8-4142-b5f4-d441a4490590	NA	skjemaNr: TH_NI_2015_1 | innført_år:	2015-01-01T01:00Z				2015					survey_questionary	NA	NA	NA			NVE Vatn_lnr:3067 | NOFA locationID:c65d1ba5-76d9-4687-a8a4-47cb2557b1b6				Tretjernet			NO		Akershus	Sørum									59.989574	11.133556	15.0													Latitude/longitude coordinates represent waterBody centroid																																			Carassius carassius (Linnaeus, 1758)								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Carassius		carassius		SPECIES		Crucian carp					ea0bb0f7-84cc-4541-96a2-837003f31d99	NO	2017-03-28T21:48Z							COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID;RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED		true	false	2366645	1	44	204	1153	7336	2366633		2366645	Carassius carassius	Carassius		DWC_ARCHIVE	2017-03-28T21:48Z	2017-09-29T16:58Z	true
1450645843																										urn:uuid:dd8ec6ed-bd01-4c8f-b45f-03f9a1f339ee										CC_BY_4_0			2017-03-25T01:00Z																						Freshwater lake fish Inventory		HUMAN_OBSERVATION				urn:uuid:027cb45e-7cc1-4693-88b3-01cce021d461		skjemaNr: TH_NI_2015_38 | art: 37 | lnr: 188 | innført_år:	Trygve Hesthagen		NA	NA			NA		UNCERTAIN	rare																urn:uuid:dd8ec6ed-bd01-4c8f-b45f-03f9a1f339ee	NA	skjemaNr: TH_NI_2015_38 | innført_år:	2015-01-01T01:00Z				2015					survey_questionary	NA	NA	NA			NVE Vatn_lnr:33273 | NOFA locationID:add97cf5-ce29-4a4d-bc0b-8d162e5fa46e				Skjervagen			NO		Hedmark	Engerdal									61.92444	12.181033	15.0													Latitude/longitude coordinates represent waterBody centroid																																			Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		Pike					ea0bb0f7-84cc-4541-96a2-837003f31d99	NO	2017-03-28T21:48Z							COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID;RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-03-28T21:48Z	2017-09-29T16:58Z	true
1450645838																										urn:uuid:ccbdbcf8-5e21-47d8-a7cd-fb8a4dddb7da										CC_BY_4_0			2017-03-25T01:00Z																						Freshwater lake fish Inventory		HUMAN_OBSERVATION				urn:uuid:1cbe0f5b-6781-41f1-908d-8885c2075b52		skjemaNr: TH_NI_2015_2 | art: 37 | lnr: 13 | innført_år:	Trygve Hesthagen		NA	NA			NA		UNCERTAIN	present																urn:uuid:ccbdbcf8-5e21-47d8-a7cd-fb8a4dddb7da	NA	skjemaNr: TH_NI_2015_2 | innført_år:	2015-01-01T01:00Z				2015					survey_questionary	NA	NA	NA			NVE Vatn_lnr:3107 | NOFA locationID:c3a60d1d-ca66-4e1a-9f4e-87f27762f23e				Heia			NO		Akershus	Fet									59.931595	11.218093	15.0													Latitude/longitude coordinates represent waterBody centroid																																			Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		Pike					ea0bb0f7-84cc-4541-96a2-837003f31d99	NO	2017-03-28T21:48Z							COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID;RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-03-28T21:48Z	2017-09-29T16:58Z	true
1450645811																										urn:uuid:690810fc-c677-4456-8fd3-b2702c4ee1bf										CC_BY_4_0			2017-03-25T01:00Z																						Freshwater lake fish Inventory		HUMAN_OBSERVATION				urn:uuid:8ba9d11d-38e5-4034-9ee9-42286f0ed5e9		skjemaNr: TH_NI_2015_382 | art: 37 | lnr:  | innført_år: 1980	Trygve Hesthagen		NA	NA			NA		INTRODUCED	common																urn:uuid:690810fc-c677-4456-8fd3-b2702c4ee1bf	NA	skjemaNr: TH_NI_2015_382 | innført_år: 1980	1980-01-01T01:00Z				1980					survey_questionary	NA	NA	NA			NVE Vatn_lnr:22913 | NOFA locationID:4d7216c0-8e9d-4134-93d2-f3e570260809				Heiavatnet			NO		Rogaland	Karmøy									59.271761	5.228567	15.0													Latitude/longitude coordinates represent waterBody centroid																																			Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		Pike					ea0bb0f7-84cc-4541-96a2-837003f31d99	NO	2017-03-28T21:48Z							COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID;RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-03-28T21:48Z	2017-09-29T16:58Z	true
1450645752																										urn:uuid:f884a00f-1d9e-458d-a9d1-21a983f706cf										CC_BY_4_0			2017-03-25T01:00Z																						Freshwater lake fish Inventory		HUMAN_OBSERVATION				urn:uuid:42a37777-ce7e-46d9-a594-2429097c94a0		skjemaNr: TH_NI_2015_3 | art: 37 | lnr: 15 | innført_år:	Trygve Hesthagen		NA	NA			NA		NATIVE	rare																urn:uuid:f884a00f-1d9e-458d-a9d1-21a983f706cf	NA	skjemaNr: TH_NI_2015_3 | innført_år:	2015-01-01T01:00Z				2015					survey_questionary	NA	NA	NA			NVE Vatn_lnr:4141 | NOFA locationID:a97be3da-d340-4389-93b0-55911ebcf56a				Sesvolltjernet			NO		Akershus	Ullensaker									60.251233	11.165276	15.0													Latitude/longitude coordinates represent waterBody centroid																																			Esox lucius Linnaeus, 1758								Animalia	Chordata	Actinopterygii	Esociformes	Esocidae	Esox		lucius		SPECIES		Pike					ea0bb0f7-84cc-4541-96a2-837003f31d99	NO	2017-03-28T21:48Z							COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID;RECORDED_DATE_MISMATCH;COORDINATE_ROUNDED		true	false	2346633	1	44	204	548	7662	2346628		2346633	Esox lucius	Esox		DWC_ARCHIVE	2017-03-28T21:48Z	2017-09-29T16:58Z	true
