"name"	"key"	"decimalLatitude"	"decimalLongitude"	"issues"	"datasetKey"	"publishingOrgKey"	"publishingCountry"	"protocol"	"lastCrawled"	"lastParsed"	"crawlId"	"extensions"	"basisOfRecord"	"individualCount"	"taxonKey"	"kingdomKey"	"phylumKey"	"classKey"	"orderKey"	"familyKey"	"genusKey"	"speciesKey"	"scientificName"	"kingdom"	"phylum"	"order"	"family"	"genus"	"species"	"genericName"	"specificEpithet"	"taxonRank"	"coordinatePrecision"	"elevation"	"elevationAccuracy"	"stateProvince"	"year"	"month"	"day"	"eventDate"	"modified"	"lastInterpreted"	"license"	"identifiers"	"facts"	"relations"	"geodeticDatum"	"class"	"countryCode"	"country"	"identifier"	"catalogNumber"	"recordedBy"	"habitat"	"institutionCode"	"locality"	"municipality"	"county"	"collectionCode"	"gbifID"	"occurrenceID"	"fieldNotes"	"coordinateUncertaintyInMeters"	"continent"	"fieldNumber"	"identifiedBy"
"Hepatica nobilis"	1425335647	59.201087	10.430644	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:14.046+0000"	"2017-01-23T15:08:21.782+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	8	0	0	"Vestfold"	2017	1	7	"2017-01-07T00:00:00.000+0000"	"2017-01-07T20:15:18.000+0000"	"2017-02-18T09:46:01.708+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16136388"	"16136388"	"Per Marstad, Turid Nakling Kristiansen"	"Bl<U+00E5>b<U+00E6>rskog"	"NBF"	"Vard<U+00E5>s, N<U+00F8>tter<U+00F8>y, Ve"	"N<U+00F8>tter<U+00F8>y"	"Vestfold"	"SO2-Vascular"	"1425335647"	"NBF:SO2-Vascular:16136388"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797647525	59.8651	10.761099	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:17.826+0000"	"2017-12-21T06:58:17.854+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	20	0	0	"Oslo"	2017	1	23	"2017-01-23T00:00:00.000+0000"	"2017-01-23T15:54:47.000+0000"	"2017-12-21T06:58:20.197+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16228538"	"16228538"	"K<U+00E5>re Arnstein Lye"	"i furuskog"	"NBF"	"Malm<U+00F8>ya, s<U+00F8>raustsida, Oslo, Os"	"Oslo"	"Oslo"	"SO2-Vascular"	"1797647525"	"NBF:SO2-Vascular:16228538"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1425335624	59.719501	10.726801	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:13.986+0000"	"2017-01-23T15:08:21.761+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	20	0	0	"Akershus"	2017	1	7	"2017-01-07T00:00:00.000+0000"	"2017-01-07T17:33:31.000+0000"	"2017-02-18T09:46:01.797+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16134564"	"16134564"	"K<U+00E5>re Arnstein Lye"	"i edellauvskog"	"NBF"	"Nesoddvegen, 100 m vest for Nessetvegen, Frogn, Ak"	"Frogn"	"Akershus"	"SO2-Vascular"	"1425335624"	"NBF:SO2-Vascular:16134564"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1425335606	59.389764	10.660272	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:13.988+0000"	"2017-01-23T15:08:21.734+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	8	0	0	"<U+00D8>stfold"	2017	1	5	"2017-01-05T00:00:00.000+0000"	"2017-01-07T23:34:22.000+0000"	"2017-02-18T09:46:01.232+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16133753"	"16133753"	"Even W. Hanssen, Reidun Braathen"	"Eik-b<U+00F8>kelund"	"NBF"	"Fuglevik<U+00E5>sen, Rygge, <U+00D8>s"	"Rygge"	"<U+00D8>stfold"	"SO2-Vascular"	"1425335606"	"NBF:SO2-Vascular:16133753"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797657965	59.183351	9.965712	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:27.871+0000"	"2017-12-21T06:58:27.895+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	10	0	0	"Vestfold"	2017	2	2	"2017-02-02T00:00:00.000+0000"	"2017-02-12T12:05:15.000+0000"	"2017-12-21T06:58:32.186+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16323892"	"16323892"	"Dagny Mandt"	"Skogsmark Overgang mellom skogsmark og eldre hogstfelt"	"NBF"	"Salen <U+00F8>stlig li, Kvelde, Larvik, Ve"	"Larvik"	"Vestfold"	"SO2-Vascular"	"1797657965"	"NBF:SO2-Vascular:16323892"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797661956	59.182633	9.965694	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:32.478+0000"	"2017-12-21T06:58:32.513+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	5	0	0	"Vestfold"	2017	2	22	"2017-02-22T00:00:00.000+0000"	"2017-03-02T17:53:40.000+0000"	"2017-12-21T06:58:37.235+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16408273"	"16408273"	"Dagny Mandt"	"edellauvskog"	"NBF"	"Salen <U+00F8>stside, Kvelde, Larvik, Ve"	"Larvik"	"Vestfold"	"SO2-Vascular"	"1797661956"	"NBF:SO2-Vascular:16408273"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797659113	59.509501	10.645656	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:28.997+0000"	"2017-12-21T06:58:29.027+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	8	0	0	"<U+00D8>stfold"	2017	2	14	"2017-02-14T00:00:00.000+0000"	"2017-02-15T00:15:22.000+0000"	"2017-12-21T06:58:33.633+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16338097"	"16338097"	"Even W. Hanssen, Reidun Braathen"	"L<U+00E5>gurtskog"	"NBF"	"Tangen, N.Jel<U+00F8>y, Moss, <U+00D8>s"	"Moss"	"<U+00D8>stfold"	"SO2-Vascular"	"1797659113"	"NBF:SO2-Vascular:16338097"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797660833	59.421599	10.592898	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:31.017+0000"	"2017-12-21T06:58:31.056+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	20	0	0	"<U+00D8>stfold"	2017	2	23	"2017-02-23T00:00:00.000+0000"	"2017-02-23T18:47:27.000+0000"	"2017-12-21T06:58:35.478+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16379629"	"16379629"	"K<U+00E5>re Arnstein Lye"	"n<U+00E6>r toppen"	"NBF"	"R<U+00F8>ds<U+00E5>sen, R<U+00F8>d p<U+00E5> Jel<U+00F8>ya, Moss, <U+00D8>s"	"Moss"	"<U+00D8>stfold"	"SO2-Vascular"	"1797660833"	"NBF:SO2-Vascular:16379629"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797660533	59.206413	9.94409	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:30.649+0000"	"2017-12-21T06:58:30.683+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	5	0	0	"Vestfold"	2017	2	20	"2017-02-20T00:00:00.000+0000"	"2017-02-20T21:16:40.000+0000"	"2017-12-21T06:58:35.100+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16363930"	"16363930"	"Dagny Mandt"	"edellauvskog Grunnlendt blokkmark"	"NBF"	"Musekollen S<U+00D8> for, Kvelde, Larvik, Ve"	"Larvik"	"Vestfold"	"SO2-Vascular"	"1797660533"	"NBF:SO2-Vascular:16363930"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797658896	59.503488	10.652079	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:28.734+0000"	"2017-12-21T06:58:28.753+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	8	0	0	"<U+00D8>stfold"	2017	2	14	"2017-02-14T00:00:00.000+0000"	"2017-02-14T18:58:58.000+0000"	"2017-12-21T06:58:33.164+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16336349"	"16336349"	"Even W. Hanssen, Reidun Braathen"	"L<U+00E5>gurtskog"	"NBF"	"Kullebund, N. Jel<U+00F8>y, Moss, <U+00D8>s"	"Moss"	"<U+00D8>stfold"	"SO2-Vascular"	"1797658896"	"NBF:SO2-Vascular:16336349"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797660138	59.22519	9.663878	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:30.206+0000"	"2017-12-21T06:58:30.233+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	5	0	0	"Telemark"	2017	2	19	"2017-02-19T00:00:00.000+0000"	"2017-02-19T18:50:56.000+0000"	"2017-12-21T06:58:34.719+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16359548"	"16359548"	"Ingunn St<U+00E5>lem"	NA	"NBF"	"Gaup<U+00E5>sen, Skien, Te"	"Skien"	"Telemark"	"SO2-Vascular"	"1797660138"	"NBF:SO2-Vascular:16359548"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667836	59.35485	11.043691	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.795+0000"	"2017-12-21T06:58:38.818+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	7	0	0	"<U+00D8>stfold"	2017	3	26	"2017-03-26T00:00:00.000+0000"	"2017-03-28T08:09:11.000+0000"	"2017-12-21T06:58:47.268+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16602854"	"16602854"	"Bj<U+00F8>rn Petter L<U+00F8>fall"	"barskog"	"NBF"	"Sarpsborg, Sandtangneset, Sarpsborg, <U+00D8>s"	"Sarpsborg"	"<U+00D8>stfold"	"SO2-Vascular"	"1797667836"	"NBF:SO2-Vascular:16602854"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667759	59.355161	11.043071	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.731+0000"	"2017-12-21T06:58:38.751+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	7	0	0	"<U+00D8>stfold"	2017	3	26	"2017-03-26T00:00:00.000+0000"	"2017-03-28T07:57:57.000+0000"	"2017-12-21T06:58:47.079+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16602736"	"16602736"	"Bj<U+00F8>rn Petter L<U+00F8>fall"	"barskog"	"NBF"	"Sarpsborg, Sandtangneset, Sarpsborg, <U+00D8>s"	"Sarpsborg"	"<U+00D8>stfold"	"SO2-Vascular"	"1797667759"	"NBF:SO2-Vascular:16602736"	NA	NA	NA	NA	NA
