"name"	"key"	"decimalLatitude"	"decimalLongitude"	"issues"	"datasetKey"	"publishingOrgKey"	"publishingCountry"	"protocol"	"lastCrawled"	"lastParsed"	"crawlId"	"extensions"	"basisOfRecord"	"individualCount"	"taxonKey"	"kingdomKey"	"phylumKey"	"classKey"	"orderKey"	"familyKey"	"genusKey"	"speciesKey"	"scientificName"	"kingdom"	"phylum"	"order"	"family"	"genus"	"species"	"genericName"	"specificEpithet"	"taxonRank"	"coordinatePrecision"	"elevation"	"elevationAccuracy"	"stateProvince"	"year"	"month"	"day"	"eventDate"	"modified"	"lastInterpreted"	"license"	"identifiers"	"facts"	"relations"	"geodeticDatum"	"class"	"countryCode"	"country"	"identifier"	"catalogNumber"	"recordedBy"	"habitat"	"institutionCode"	"locality"	"municipality"	"county"	"collectionCode"	"gbifID"	"occurrenceID"	"fieldNotes"	"coordinateUncertaintyInMeters"	"continent"	"fieldNumber"	"identifiedBy"
"Hepatica nobilis"	1797666646	58.177303	8.143084	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:37.600+0000"	"2017-12-21T06:58:37.619+0000"	20	"none"	"HUMAN_OBSERVATION"	10	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"Vest-Agder"	2017	3	18	"2017-03-18T00:00:00.000+0000"	"2017-03-18T18:58:35.000+0000"	"2017-12-21T06:58:45.251+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16526795"	"16526795"	"Rolf Johansen"	NA	"NBF"	"Stemmane, Kristiansand, Va"	"Kristiansand"	"Vest-Agder"	"SO2-Vascular"	"1797666646"	"NBF:SO2-Vascular:16526795"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667627	59.778502	10.698459	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.620+0000"	"2017-12-21T06:58:38.641+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"Akershus"	2017	3	27	"2017-03-27T00:00:00.000+0000"	"2017-03-27T12:02:02.000+0000"	"2017-12-21T06:58:46.784+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16595935"	"16595935"	"John Sandve"	NA	"NBF"	"Krange 15-70, Nesodden, Ak"	"Nesodden"	"Akershus"	"SO2-Vascular"	"1797667627"	"NBF:SO2-Vascular:16595935"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667803	59.35496	11.043708	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.769+0000"	"2017-12-21T06:58:38.794+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	7	0	0	"<U+00D8>stfold"	2017	3	26	"2017-03-26T00:00:00.000+0000"	"2017-03-28T08:09:11.000+0000"	"2017-12-21T06:58:47.228+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16602856"	"16602856"	"Bj<U+00F8>rn Petter L<U+00F8>fall"	"barskog"	"NBF"	"Sarpsborg, Sandtangneset, Sarpsborg, <U+00D8>s"	"Sarpsborg"	"<U+00D8>stfold"	"SO2-Vascular"	"1797667803"	"NBF:SO2-Vascular:16602856"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667837	59.354831	11.043574	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.795+0000"	"2017-12-21T06:58:38.815+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	7	0	0	"<U+00D8>stfold"	2017	3	26	"2017-03-26T00:00:00.000+0000"	"2017-03-28T08:09:12.000+0000"	"2017-12-21T06:58:47.266+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16602851"	"16602851"	"Bj<U+00F8>rn Petter L<U+00F8>fall"	"barskog"	"NBF"	"Sarpsborg, Sandtangneset, Sarpsborg, <U+00D8>s"	"Sarpsborg"	"<U+00D8>stfold"	"SO2-Vascular"	"1797667837"	"NBF:SO2-Vascular:16602851"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667800	59.355262	11.043152	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.766+0000"	"2017-12-21T06:58:38.784+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	7	0	0	"<U+00D8>stfold"	2017	3	26	"2017-03-26T00:00:00.000+0000"	"2017-03-28T08:09:11.000+0000"	"2017-12-21T06:58:47.266+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16602867"	"16602867"	"Bj<U+00F8>rn Petter L<U+00F8>fall"	"barskog"	"NBF"	"Sarpsborg, Sandtangneset, Sarpsborg, <U+00D8>s"	"Sarpsborg"	"<U+00D8>stfold"	"SO2-Vascular"	"1797667800"	"NBF:SO2-Vascular:16602867"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667831	59.354799	11.04343	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.791+0000"	"2017-12-21T06:58:38.808+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	7	0	0	"<U+00D8>stfold"	2017	3	26	"2017-03-26T00:00:00.000+0000"	"2017-03-28T08:09:12.000+0000"	"2017-12-21T06:58:47.351+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16602847"	"16602847"	"Bj<U+00F8>rn Petter L<U+00F8>fall"	"barskog"	"NBF"	"Sarpsborg, Sandtangneset, Sarpsborg, <U+00D8>s"	"Sarpsborg"	"<U+00D8>stfold"	"SO2-Vascular"	"1797667831"	"NBF:SO2-Vascular:16602847"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667919	58.754332	9.095191	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.868+0000"	"2017-12-21T06:58:38.882+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"Aust-Agder"	2017	3	28	"2017-03-28T00:00:00.000+0000"	"2017-03-28T20:56:16.000+0000"	"2017-12-21T06:58:47.381+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16610087"	"16610087"	"Arild Omberg"	NA	"NBF"	"n<U+00F8>kkelbiotop rik edellauvskog, Ris<U+00F8>r, Aa"	"Ris<U+00F8>r"	"Aust-Agder"	"SO2-Vascular"	"1797667919"	"NBF:SO2-Vascular:16610087"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797677875	59.38975	10.350308	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:48.271+0000"	"2017-12-21T06:58:48.292+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"Vestfold"	2017	3	28	"2017-03-28T00:00:00.000+0000"	"2017-04-24T21:12:23.000+0000"	"2017-12-21T06:59:05.011+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16905916"	"16905916"	"Inger Gunner<U+00F8>d"	NA	"NBF"	"Nyerr<U+00F8>d, Re, Ve"	"Re"	"Vestfold"	"SO2-Vascular"	"1797677875"	"NBF:SO2-Vascular:16905916"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797666868	59.46724	10.348206	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:37.783+0000"	"2017-12-21T06:58:37.810+0000"	20	"none"	"HUMAN_OBSERVATION"	1	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"Vestfold"	2017	3	19	"2017-03-19T00:00:00.000+0000"	"2017-03-19T20:14:52.000+0000"	"2017-12-21T06:58:45.539+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16537107"	"16537107"	"Fred Marius Svendsen"	"edellauvskog"	"NBF"	"Ververoa, Mulodden, Re, Ve"	"Re"	"Vestfold"	"SO2-Vascular"	"1797666868"	"NBF:SO2-Vascular:16537107"	"Quantity: 1 Plants."	NA	NA	NA	NA
"Hepatica nobilis"	1797667018	59.930641	10.029987	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:37.934+0000"	"2017-12-21T06:58:37.947+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	25	0	0	"Buskerud"	2017	3	15	"2017-03-15T00:00:00.000+0000"	"2017-03-21T21:29:26.000+0000"	"2017-12-21T06:58:45.889+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16549933"	"16549933"	"Sven Erik Skretteberg"	NA	"NBF"	"sydvendt h<U+00F8>gstflate, Modum, Bu"	"Modum"	"Buskerud"	"SO2-Vascular"	"1797667018"	"NBF:SO2-Vascular:16549933"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797663360	63.490997	10.047324	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:34.050+0000"	"2017-12-21T06:58:34.087+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"S<U+00F8>r-Tr<U+00F8>ndelag"	2017	3	10	"2017-03-10T00:00:00.000+0000"	"2017-03-10T22:07:17.000+0000"	"2017-12-21T06:58:39.239+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16445427"	"16445427"	"Ann Kari Ulveseth"	NA	"NBF"	"Slakkr<U+00E5>a, Rissa, St"	"Rissa"	"S<U+00F8>r-Tr<U+00F8>ndelag"	"SO2-Vascular"	"1797663360"	"NBF:SO2-Vascular:16445427"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797664996	60.036824	9.669834	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:35.815+0000"	"2017-12-21T06:58:35.840+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	10	0	0	"Buskerud"	2017	3	15	"2017-03-15T00:00:00.000+0000"	"2017-03-15T15:28:37.000+0000"	"2017-12-21T06:58:43.333+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16498909"	"16498909"	"<U+00D8>ystein Engen"	"barskog"	"NBF"	"Rogneberg, Sigdal, Bu"	"Sigdal"	"Buskerud"	"SO2-Vascular"	"1797664996"	"NBF:SO2-Vascular:16498909"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667437	59.547502	10.657101	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.461+0000"	"2017-12-21T06:58:38.480+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	20	0	0	"Akershus"	2017	3	26	"2017-03-26T00:00:00.000+0000"	"2017-03-26T14:20:24.000+0000"	"2017-12-21T06:58:46.555+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16586654"	"16586654"	"K<U+00E5>re Arnstein Lye"	"i lauvskog"	"NBF"	"nord for Hulvik i Vestby, Vestby, Ak"	"Vestby"	"Akershus"	"SO2-Vascular"	"1797667437"	"NBF:SO2-Vascular:16586654"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797668127	59.716113	10.592682	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:39.053+0000"	"2017-12-21T06:58:39.074+0000"	20	"none"	"HUMAN_OBSERVATION"	1	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"Akershus"	2017	3	24	"2017-03-24T00:00:00.000+0000"	"2017-03-29T15:01:10.000+0000"	"2017-12-21T06:58:47.622+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16617811"	"16617811"	"Einar Jahr"	NA	"NBF"	"Barkebustranda, Digerud, Digerud, Frogn, Ak"	"Frogn"	"Akershus"	"SO2-Vascular"	"1797668127"	"NBF:SO2-Vascular:16617811"	"Albino.."	NA	NA	NA	NA
"Hepatica nobilis"	1797665000	60.038022	9.665513	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:35.821+0000"	"2017-12-21T06:58:35.843+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	10	0	0	"Buskerud"	2017	3	15	"2017-03-15T00:00:00.000+0000"	"2017-03-15T15:33:31.000+0000"	"2017-12-21T06:58:43.299+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16498925"	"16498925"	"<U+00D8>ystein Engen"	"barskog"	"NBF"	"Rogneberg, Sigdal, Bu"	"Sigdal"	"Buskerud"	"SO2-Vascular"	"1797665000"	"NBF:SO2-Vascular:16498925"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797664473	59.230461	10.769803	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:35.330+0000"	"2017-12-21T06:58:35.365+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	10	0	0	"<U+00D8>stfold"	2017	3	12	"2017-03-12T00:00:00.000+0000"	"2017-03-12T18:21:29.000+0000"	"2017-12-21T06:58:42.689+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16461347"	"16461347"	"Bj<U+00F8>rn Petter L<U+00F8>fall"	"barskog"	"NBF"	"Fredrikstad, Ons<U+00F8>y, Finnstad, Fredrikstad, <U+00D8>s"	"Fredrikstad"	"<U+00D8>stfold"	"SO2-Vascular"	"1797664473"	"NBF:SO2-Vascular:16461347"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667218	60.065495	10.287399	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.120+0000"	"2017-12-21T06:58:38.148+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	5	0	0	"Buskerud"	2017	3	21	"2017-03-21T00:00:00.000+0000"	"2017-03-24T09:18:14.000+0000"	"2017-12-21T06:58:46.412+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16565856"	"16565856"	"Terje Spolen Nilsen, Gunvor Bollingmo"	"kalkfuruskog"	"NBF"	"Ruds<U+00F8>deg<U+00E5>rds<U+00E5>sen, Hole, Bu"	"Hole"	"Buskerud"	"SO2-Vascular"	"1797667218"	"NBF:SO2-Vascular:16565856"	"i blomst.."	NA	NA	NA	NA
"Hepatica nobilis"	1797667340	59.819777	10.412759	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.374+0000"	"2017-12-21T06:58:38.400+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"Akershus"	2017	3	25	"2017-03-25T00:00:00.000+0000"	"2017-03-25T18:28:13.000+0000"	"2017-12-21T06:58:46.454+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16580276"	"16580276"	"Geir Drange"	NA	"NBF"	"Borgen, Asker, Ak"	"Asker"	"Akershus"	"SO2-Vascular"	"1797667340"	"NBF:SO2-Vascular:16580276"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667799	59.355161	11.043071	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:38.764+0000"	"2017-12-21T06:58:38.784+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	7	0	0	"<U+00D8>stfold"	2017	3	26	"2017-03-26T00:00:00.000+0000"	"2017-03-28T08:09:10.000+0000"	"2017-12-21T06:58:47.169+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16602869"	"16602869"	"Bj<U+00F8>rn Petter L<U+00F8>fall"	"barskog"	"NBF"	"Sarpsborg, Sandtangneset, Sarpsborg, <U+00D8>s"	"Sarpsborg"	"<U+00D8>stfold"	"SO2-Vascular"	"1797667799"	"NBF:SO2-Vascular:16602869"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1455756988	59.945277	10.470213	"cdround,gass84"	"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14"	"f314b0b0-e3dc-11d9-8d81-b8a03c50a862"	"NO"	"DWC_ARCHIVE"	"2018-02-02T09:31:27.968+0000"	"2017-11-21T13:30:08.882+0000"	637	"none"	"HUMAN_OBSERVATION"	NA	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	NA	NA	"Akershus"	2017	3	31	"2017-03-31T00:00:00.000+0000"	NA	"2017-11-21T13:30:21.858+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"514952"	"514952"	"H<U+00F8>itomt, L.E."	"Rasmark"	"BioFokus"	"Eine<U+00E5>sen N"	NA	"B<U+00E6>rum"	"BioFokus"	"1455756988"	"514952"	NA	7	"EUROPE"	"9kIaLUEMYi"	"H<U+00F8>itomt, L.E."
"Hepatica nobilis"	1797666744	59.271476	10.349688	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:37.678+0000"	"2017-12-21T06:58:37.699+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	NA	0	0	"Vestfold"	2017	3	17	"2017-03-17T00:00:00.000+0000"	"2017-03-19T16:40:49.000+0000"	"2017-12-21T06:58:45.402+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16530783"	"16530783"	"Stein Rui"	NA	"NBF"	"Hasseltorp , Manum, T<U+00F8>nsberg, T<U+00F8>nsberg, Ve"	"T<U+00F8>nsberg"	"Vestfold"	"SO2-Vascular"	"1797666744"	"NBF:SO2-Vascular:16530783"	NA	NA	NA	NA	NA
"Hepatica nobilis"	1797667023	60.063598	10.285746	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:37.937+0000"	"2017-12-21T06:58:37.953+0000"	20	"none"	"HUMAN_OBSERVATION"	0	5371699	6	7707728	220	399	2410	3033655	5371699	"Hepatica nobilis Schreb."	"Plantae"	"Tracheophyta"	"Ranunculales"	"Ranunculaceae"	"Hepatica"	"Hepatica nobilis"	"Hepatica"	"nobilis"	"SPECIES"	5	0	0	"Buskerud"	2017	3	21	"2017-03-21T00:00:00.000+0000"	"2017-03-22T09:31:25.000+0000"	"2017-12-21T06:58:45.925+0000"	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Magnoliopsida"	"NO"	"Norway"	"NBF:SO2-Vascular:16551061"	"16551061"	"Terje Spolen Nilsen, Gunvor Bollingmo"	NA	"NBF"	"Ruds<U+00F8>deg<U+00E5>rds<U+00E5>sen, Hole, Bu"	"Hole"	"Buskerud"	"SO2-Vascular"	"1797667023"	"NBF:SO2-Vascular:16551061"	NA	NA	NA	NA	NA
